component,score,is_preferred_hardened,version_preference_status,preferred_source_date,hardened_batch,source_id,paper_title,source_file,section_or_page,object_type,object_name,short_claim_summary,verbatim_or_near_verbatim_claim,canonical_formulation,licenses,forbids,dependencies,downstream_uses,paper_insertion_targets,AASC_family,AASC_subfamily,referee_risk,matched_terms
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-DEF-010,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 13; formal number 3.10,Definition,Declared input,"A datum is a declared input when it is explicitly included in the claim’s domain ledger before status assignment. Declared inputs can support conditional or domain-dependent claims, but they cannot be reported as conclusions of the claim they condition.","Definition 3.10 (Declared input). A datum is a declared input when it is explicitly included in the claim’s domain ledger before status assignment. Declared inputs can support conditional or domain-dependent claims, but they cannot be reported as conclusions of the claim they condition.",Declared input,kernel-consistent AASC deployment; gated admissibility evaluation,"ungated scope transport or modality laundering; primitive reification, compatibility-only promotion, or post-hoc repair",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; gate/validator architecture; Impossibility Suite / boundary blockers,kernel/interface synthesis; gate/validator architecture; Impossibility Suite / boundary blockers,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-DEF-011,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 13; formal number 3.11,Definition,Blocker,"A blocker is an unresolved audit condition that prevents promotion to a stronger status. Blockers are not all failures: an active calibration blocker may yield calibrated-only status, an active domain blocker may yield domain-dependent status, and an active evidence-network blocker may yield evidence-compatible status.","Definition 3.11 (Blocker). A blocker is an unresolved audit condition that prevents promotion to a stronger status. Blockers are not all failures: an active calibration blocker may yield calibrated-only status, an active domain blocker may yield domain-dependent status, and an active evidence-network blocker may yield evidence-compatible status.",Blocker,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",High value for numerical/parameter/metric overclaim firewall control,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-DEF-012,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 13; formal number 3.12,Definition,Actionability,"A claim is actionable when its report object licenses a decision, intervention, policy, engineering use, legal use, model update, or downstream inference without changing its status. Actionability is stronger than fixation. A claim may be fixed but not actionable if its domain, uncertainty, risk, or nonclaim boundary prevents responsible operational use.","Definition 3.12 (Actionability). A claim is actionable when its report object licenses a decision, intervention, policy, engineering use, legal use, model update, or downstream inference without changing its status. Actionability is stronger than fixation. A claim may be fixed but not actionable if its domain, uncertainty, risk, or nonclaim boundary prevents responsible operational use.",Actionability,kernel-consistent AASC deployment; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; gate/validator architecture,kernel/interface synthesis; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",High value for numerical/parameter/metric overclaim firewall control,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-REM-001,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 13; formal number 3.13,Remark,Claim text versus claim content,"The literal text of a claim is not the same as its audited content. Content is fixed by target, carrier, scope, ancestry, alternatives, and reportability. Two different texts may be the same claim under skin-equivalence; the same text may express different claims under target or scope drift.","Remark 3.13 (Claim text versus claim content). The literal text of a claim is not the same as its audited content. Content is fixed by target, carrier, scope, ancestry, alternatives, and reportability. Two different texts may be the same claim under skin-equivalence; the same text may express different claims under target or scope drift.",Claim text versus claim content,kernel-consistent AASC deployment; gated admissibility evaluation,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; gate/validator architecture,kernel/interface synthesis; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-DEF-013,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 13; formal number 4.1,Definition,Pre-audit claim observation frame,"For a candidate claim c, a pre-audit observation frame is a tuple Fc = (T, C, S, R, A, D, E, P, U ),","Definition 4.1 (Pre-audit claim observation frame). For a candidate claim c, a pre-audit observation frame is a tuple Fc = (T, C, S, R, A, D, E, P, U ),",Pre-audit claim observation frame,kernel-consistent AASC deployment; gated admissibility evaluation,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; gate/validator architecture,kernel/interface synthesis; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-DEF-014,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 14; formal number 4.2,Definition,Status-relevant variation,"A variation v of a pre-audit frame is status-relevant when replacing Fc by v(Fc ) can change at least one of the following: the strongest defensible report status, the blocker set, the next-action requirement, the admissible realization class, or the downstream use profile licensed by the report.","Definition 4.2 (Status-relevant variation). A variation v of a pre-audit frame is status-relevant when replacing Fc by v(Fc ) can change at least one of the following: the strongest defensible report status, the blocker set, the next-action requirement, the admissible realization class, or the downstream use profile licensed by the report.",Status-relevant variation,kernel-consistent AASC deployment; gated admissibility evaluation,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; gate/validator architecture,kernel/interface synthesis; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-DEF-015,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 14; formal number 4.3,Definition,Pre-audit skin,"A variation is pre-audit skin when it changes only labels, typography, harmless notation, citation numbering, display order, or presentation format while preserving every coordinate of Fc up to the equivalences declared in the frame. Pre-audit skin is therefore stronger than visual similarity and weaker than content identity: it preserves all...","Definition 4.3 (Pre-audit skin). A variation is pre-audit skin when it changes only labels, typography, harmless notation, citation numbering, display order, or presentation format while preserving every coordinate of Fc up to the equivalences declared in the frame. Pre-audit skin is therefore stronger than visual similarity and weaker than content identity: it preserves all status-relevant coordinates but not necessarily all surface features.",Pre-audit skin,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-THM-001,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 14; formal number 4.4,Theorem,Claim-Failure Coordinate Exhaustion,"Let v be any non-skin variation of a pre-audit frame Fc . If v can change the strongest defensible report status of c, then v alters at least one coordinate of (T, C, S, R, A, D, E, P, U ). Equivalently, any status-relevant claim failure must appear as target failure, carrier failure, semantic failure, representative/redescription failure,...","Theorem 4.4 (Claim-Failure Coordinate Exhaustion). Let v be any non-skin variation of a pre-audit frame Fc . If v can change the strongest defensible report status of c, then v alters at least one coordinate of (T, C, S, R, A, D, E, P, U ). Equivalently, any status-relevant claim failure must appear as target failure, carrier failure, semantic failure, representative/redescription failure, ancestry/calibration failure, domain/scope/boundary failure, evidence-network failure, report/use failure, or requested-status failure.",Claim-Failure Coordinate Exhaustion,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",High value for numerical/parameter/metric overclaim firewall control,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-COR-001,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 15; formal number 4.5,Corollary,No missing primitive coordinate,"A proposed additional audit coordinate is either a specialization of one of T, C, S, R, A, D, E, P, U , a declared refinement of a domain-specific carrier standard, or status-inert. For example, risk and cost belong to the report/use profile or the requested actionability standard; ethical admissibility belongs to the domain ledger or requested status...","Corollary 4.5 (No missing primitive coordinate). A proposed additional audit coordinate is either a specialization of one of T, C, S, R, A, D, E, P, U , a declared refinement of a domain-specific carrier standard, or status-inert. For example, risk and cost belong to the report/use profile or the requested actionability standard; ethical admissibility belongs to the domain ledger or requested status class; replication status belongs to the evidence network or carrier standard; causal mechanism belongs to target, carrier, or evidence structure; robustness class belongs to the domain ledger, evidence network, or report object.",No missing primitive coordinate,kernel-consistent AASC deployment; gated admissibility evaluation; typed AASC construction under fixed scope,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; gate/validator architecture; phase/time/causality/neutrino arcs,kernel/interface synthesis; gate/validator architecture; phase/time/causality/neutrino arcs,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-COR-002,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 16; formal number 5.2,Corollary,Standing-unfixed is not weak support,A target-unfixed or carrier-unfixed claim should not be reported as weakly legitimate. Its proper status is standing-unfixed until the target or carrier role is fixed.,Corollary 5.2 (Standing-unfixed is not weak support). A target-unfixed or carrier-unfixed claim should not be reported as weakly legitimate. Its proper status is standing-unfixed until the target or carrier role is fixed.,Standing-unfixed is not weak support,kernel-consistent AASC deployment; gated admissibility evaluation,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; gate/validator architecture,kernel/interface synthesis; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-DEF-016,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 16; formal number 5.3,Definition,Standing-status outputs,"The preliminary standing statuses are: Status Meaning standing-fixed Target and carrier are fixed enough to audit the claim. target-unfixed The object of the claim can drift under admissible redescription. carrier-unfixed No standing-bearing support structure has been fixed. scope-unfixed Domain, boundary, population, or operating regime is not declared....","Definition 5.3 (Standing-status outputs). The preliminary standing statuses are: Status Meaning standing-fixed Target and carrier are fixed enough to audit the claim. target-unfixed The object of the claim can drift under admissible redescription. carrier-unfixed No standing-bearing support structure has been fixed. scope-unfixed Domain, boundary, population, or operating regime is not declared. meaning-unfixed Semantic content changes under admissible redescription. audit-ready The claim may proceed to freedom-ledger and laundering audit.",Standing-status outputs,kernel-consistent AASC deployment; interface-safe reconstruction; gated admissibility evaluation,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; gate/validator architecture,kernel/interface synthesis; AMetric/interface/interior arcs; gate/validator architecture,Constraint envelope / redescription layer,"constraint envelopes, scope, redescription, envelope non-contact, transport control",High value for numerical/parameter/metric overclaim firewall control,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-PRO-001,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 16; formal number 5.4,Proposition,Target-carrier alignment,"If a carrier supports a target different from the one asserted by c, then c is target/carrier-misaligned and cannot receive final legitimate status. The audit must either retarget the claim, replace the carrier, or report a weaker status.","Proposition 5.4 (Target-carrier alignment). If a carrier supports a target different from the one asserted by c, then c is target/carrier-misaligned and cannot receive final legitimate status. The audit must either retarget the claim, replace the carrier, or report a weaker status.",Target-carrier alignment,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,"ungated scope transport or modality laundering; primitive reification, compatibility-only promotion, or post-hoc repair",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-DEF-017,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 17; formal number 6.1,Definition,Active freedom,"A freedom component μi (c) is active when some admissible variation of type i changes the claim’s target, carrier, support, status, or reportable form. It is closed when every such variation is skin, inadmissible, declared input, obstruction-only, or uniquely fixed.","Definition 6.1 (Active freedom). A freedom component μi (c) is active when some admissible variation of type i changes the claim’s target, carrier, support, status, or reportable form. It is closed when every such variation is skin, inadmissible, declared input, obstruction-only, or uniquely fixed.",Active freedom,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-DEF-018,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 17; formal number 6.2,Definition,Skin and tensor variation,"A variation is skin when it changes only presentation while preserving standing-bearing content. A variation is tensor when it changes content-bearing structure: target, carrier, scope, ancestry, evidence, quotient identity, boundary, estimator, or reportability.","Definition 6.2 (Skin and tensor variation). A variation is skin when it changes only presentation while preserving standing-bearing content. A variation is tensor when it changes content-bearing structure: target, carrier, scope, ancestry, evidence, quotient identity, boundary, estimator, or reportability.",Skin and tensor variation,kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",High value for numerical/parameter/metric overclaim firewall control,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-THM-003,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 17; formal number 6.3,Theorem,Freedom Exhaustion Criterion,"A claim c is fixed at a requested strength only when every admissible alternative capable of changing c is classified as exactly one of the following: skin, inadmissible, obstruction-only, declared input, or uniquely fixed. If any content-changing admissible alternative remains unclassified, the claim cannot receive final legitimate status at that strength.","Theorem 6.3 (Freedom Exhaustion Criterion). A claim c is fixed at a requested strength only when every admissible alternative capable of changing c is classified as exactly one of the following: skin, inadmissible, obstruction-only, declared input, or uniquely fixed. If any content-changing admissible alternative remains unclassified, the claim cannot receive final legitimate status at that strength.",Freedom Exhaustion Criterion,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,"ungated scope transport or modality laundering; primitive reification, compatibility-only promotion, or post-hoc repair",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-PRO-002,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 17; formal number 6.4,Proposition,Skin cannot increase legitimacy,A skin transformation cannot increase a claim’s legitimacy status.,Proposition 6.4 (Skin cannot increase legitimacy). A skin transformation cannot increase a claim’s legitimacy status.,Skin cannot increase legitimacy,kernel-consistent AASC deployment; gated admissibility evaluation,"ungated scope transport or modality laundering; primitive reification, compatibility-only promotion, or post-hoc repair",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; gate/validator architecture; Impossibility Suite / boundary blockers,kernel/interface synthesis; gate/validator architecture; Impossibility Suite / boundary blockers,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-PRO-003,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 18; formal number 6.5,Proposition,Tensor variation must be declared or closed,"A tensor variation that changes standing-bearing content must be declared as an input, exhausted, uniquely fixed, or treated as a blocker. It cannot remain hidden while a stronger status is reported.","Proposition 6.5 (Tensor variation must be declared or closed). A tensor variation that changes standing-bearing content must be declared as an input, exhausted, uniquely fixed, or treated as a blocker. It cannot remain hidden while a stronger status is reported.",Tensor variation must be declared or closed,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,"ungated scope transport or modality laundering; primitive reification, compatibility-only promotion, or post-hoc repair",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-COR-003,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 20; formal number 7.3,Corollary,Computation alone is not legitimacy,"A numerical solver, simulation, proof-check trace, machine-learning output, benchmark score, graph, or decimal value does not confer standing merely by being computational. Computation may be part of a standing-bearing carrier when its target, domain, input ledger, admissible transformations, verification conditions, alternatives, ancestry, and report...","Corollary 7.3 (Computation alone is not legitimacy). A numerical solver, simulation, proof-check trace, machine-learning output, benchmark score, graph, or decimal value does not confer standing merely by being computational. Computation may be part of a standing-bearing carrier when its target, domain, input ledger, admissible transformations, verification conditions, alternatives, ancestry, and report status are fixed. Without that carrier structure, the output remains computation-only.",Computation alone is not legitimacy,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,"ungated scope transport or modality laundering; primitive reification, compatibility-only promotion, or post-hoc repair; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",High value for numerical/parameter/metric overclaim firewall control,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-COR-004,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 20; formal number 7.4,Corollary,Authority alone is not standing,"Publication, consensus, expert confidence, institutional status, or legal authority does not by itself replace carrier standing. Authority can be evidence about a carrier, and in domains whose target is institutional authority it may itself be part of the target. It cannot substitute for the domain’s required standing carrier when the target is...","Corollary 7.4 (Authority alone is not standing). Publication, consensus, expert confidence, institutional status, or legal authority does not by itself replace carrier standing. Authority can be evidence about a carrier, and in domains whose target is institutional authority it may itself be part of the target. It cannot substitute for the domain’s required standing carrier when the target is mathematical, factual, causal, predictive, empirical, or operational.",Authority alone is not standing,kernel-consistent AASC deployment; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; primitive reification, compatibility-only promotion, or post-hoc repair; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; gate/validator architecture; Impossibility Suite / boundary blockers; phase/time/causality/neutrino arcs,kernel/interface synthesis; gate/validator architecture; Impossibility Suite / boundary blockers; phase/time/causality/neutrino arcs,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",High value for numerical/parameter/metric overclaim firewall control,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-COR-005,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 20; formal number 7.5,Corollary,Calibration is not prediction,"A target-derived result remains calibrated-only unless the audit proves that the reported claim survives isolation, deletion, or independent replacement of target and proxy ancestry.","Corollary 7.5 (Calibration is not prediction). A target-derived result remains calibrated-only unless the audit proves that the reported claim survives isolation, deletion, or independent replacement of target and proxy ancestry.",Calibration is not prediction,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",High value for numerical/parameter/metric overclaim firewall control,audit protocol | claim standing | laundering
UEAP_report_discipline,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-DEF-020,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 20; formal number 8.1,Definition,Ancestry graph,"The ancestry graph of a claim is a directed graph Kc = (V, E),","Definition 8.1 (Ancestry graph). The ancestry graph of a claim is a directed graph Kc = (V, E),",Ancestry graph,kernel-consistent AASC deployment; gated admissibility evaluation,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; gate/validator architecture,kernel/interface synthesis; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,audit protocol | claim standing | laundering
