component,score,is_preferred_hardened,version_preference_status,preferred_source_date,hardened_batch,source_id,paper_title,source_file,section_or_page,object_type,object_name,short_claim_summary,verbatim_or_near_verbatim_claim,canonical_formulation,licenses,forbids,dependencies,downstream_uses,paper_insertion_targets,AASC_family,AASC_subfamily,referee_risk,matched_terms
ATS_anchor_tensor_skin,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_6DC183-DEF-002,"Anchor, Tensor, and Skin: A Fixed-Domain Decomposition Theorem for Admissible Description",New_erk_files_May_27_Anchor__Tensor__and_Skin__A_Fixed_Domain_Decomposition_Theorem_for_Admissible_Description.pdf,Page 7; formal number 2,Definition,Stable identity fixation,"The interface εb has stable identity fixation if admissibility filtering is invariant under lawful redescription: for all histories h, h′ ∈ Act<ω with h ⇝∗ h′ (finite chain of licensed redescriptions) and all acts a ∈ Act,","4.3. Definition 2 (Stable identity fixation) The interface εb has stable identity fixation if admissibility filtering is invariant under lawful redescription: for all histories h, h′ ∈ Act<ω with h ⇝∗ h′ (finite chain of licensed redescriptions) and all acts a ∈ Act,",Stable identity fixation,kernel-consistent AASC deployment; interface-safe reconstruction; gated admissibility evaluation,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; gate/validator architecture; residue/discrete constraint arcs,kernel/interface synthesis; AMetric/interface/interior arcs; gate/validator architecture; residue/discrete constraint arcs,Kernel / admissibility-standing-reference-irreversibility,"kernel primitives, standing, reference, admissibility, irreversibility",High value for numerical/parameter/metric overclaim firewall control,anchor | skin | tensor
ATS_anchor_tensor_skin,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_6DC183-LEM-001,"Anchor, Tensor, and Skin: A Fixed-Domain Decomposition Theorem for Admissible Description",New_erk_files_May_27_Anchor__Tensor__and_Skin__A_Fixed_Domain_Decomposition_Theorem_for_Admissible_Description.pdf,Page 7; formal number 0,Lemma,(Stable identity fixation is forced by redescription,Assume the redescription-level atomic bundle (identity preservation + invariant preservation): any licensed redescription preserves admissible continuations under all licensed operators/admissibility probes. Then any admissibility filter εb used for the admissibility regime must satisfy stable identity fixation (Definition 2). Proof. Suppose stable identity...,"4.4. Lemma 0 (Stable identity fixation is forced by redescription legality) Assume the redescription-level atomic bundle (identity preservation + invariant preservation): any licensed redescription preserves admissible continuations under all licensed operators/admissibility probes. Then any admissibility filter εb used for the admissibility regime must satisfy stable identity fixation (Definition 2). Proof. Suppose stable identity fixation fails. Then there exist histories h, h′ with h ⇝∗ h′ and an act a such that εb(h, a) and εb(h′ , a) disagree in definedness or value. But h ⇝∗ h′ is, by hypothesis, a chain of licensed redescriptions. Therefore h and h′ are admissibility-identical: they must yield identical admissible continuations under every licensed operator/admissibility probe. The predicate “a is standing-positive after history h” is itself part of the admissibility filter; disagreement of εb is therefore a change in admissible continuations produced solely by redescription. This violates redescription legality. Hence stable identity fixation is forced. □",(Stable identity fixation is forced by redescription,kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; operator/formal-system closure arcs,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; operator/formal-system closure arcs,Kernel / admissibility-standing-reference-irreversibility,"kernel primitives, standing, reference, admissibility, irreversibility",High value for numerical/parameter/metric overclaim firewall control,anchor | skin | tensor
ATS_anchor_tensor_skin,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_6DC183-LEM-002,"Anchor, Tensor, and Skin: A Fixed-Domain Decomposition Theorem for Admissible Description",New_erk_files_May_27_Anchor__Tensor__and_Skin__A_Fixed_Domain_Decomposition_Theorem_for_Admissible_Description.pdf,Page 7; formal number 0B,Lemma,(Concatenation closure is forced by compositional,"Treating histories as finite sequences introduces no new operator and no execution: it is the structural form of admissible sequencing. In particular, if admissible composition/sequencing is a typed object of admissibility (composition level), then the space of histories must be closed under finite concatenation: for any histories h, σ ∈ Act<ω , the...","4.5. Lemma 0B (Concatenation closure is forced by compositional admissibility) Treating histories as finite sequences introduces no new operator and no execution: it is the structural form of admissible sequencing. In particular, if admissible composition/sequencing is a typed object of admissibility (composition level), then the space of histories must be closed under finite concatenation: for any histories h, σ ∈ Act<ω , the concatenation h · σ is again a history object. Proof. Composition and sequencing are defined as ordered chaining relations on admitted envelopes/acts. An “ordered chain” is, structurally, a finite sequence. If the system refused closure under concatenation, then the admissibility question “is the composite chain h followed by σ legal?” would be ill-typed (its subject would not exist as a structural object). That collapses the composition level by undefinedness. Therefore concatenation closure is not an extra assumption: it is forced by the existence of compositional admissibility questions. □",(Concatenation closure is forced by compositional,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; primitive reification, compatibility-only promotion, or post-hoc repair; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers; residue/discrete constraint arcs; operator/formal-system closure arcs,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers; residue/discrete constraint arcs; operator/formal-system closure arcs,Closure / impossibility / exhaustion layer,"closure, exhaustion, impossibility, no-repair, no-generator, no-carrier control",High value for numerical/parameter/metric overclaim firewall control,anchor | skin | tensor
ATS_anchor_tensor_skin,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_6DC183-DEF-003,"Anchor, Tensor, and Skin: A Fixed-Domain Decomposition Theorem for Admissible Description",New_erk_files_May_27_Anchor__Tensor__and_Skin__A_Fixed_Domain_Decomposition_Theorem_for_Admissible_Description.pdf,Page 8; formal number 3,Definition,Myhill-Nerode future-behavior congruence,Define a relation ∼ on histories by:,4.6. Definition 3 (Myhill-Nerode future-behavior congruence) Define a relation ∼ on histories by:,Myhill-Nerode future-behavior congruence,licensed only under the source paper scope and dependency chain.,"unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,General AASC theorem/control matrix reuse,General AASC theorem/control matrix reuse,Numerical forcing / exactness layer,"numerical forcing, exactness, rigidity, mass-ratio, constant-readout, anchor-control layer",High value for numerical/parameter/metric overclaim firewall control,anchor | skin | tensor
ATS_anchor_tensor_skin,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_6DC183-LEM-003,"Anchor, Tensor, and Skin: A Fixed-Domain Decomposition Theorem for Admissible Description",New_erk_files_May_27_Anchor__Tensor__and_Skin__A_Fixed_Domain_Decomposition_Theorem_for_Admissible_Description.pdf,Page 8; formal number 1,Lemma,(Congruence; identity persistence is forced by stable,"If εb has stable identity fixation, then ∼ is a congruence for concatenation:","4.7. Lemma 1 (Congruence; identity persistence is forced by stable identity fixation) If εb has stable identity fixation, then ∼ is a congruence for concatenation:",(Congruence; identity persistence is forced by stable,kernel-consistent AASC deployment; closure-controlled downstream use,"unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping,kernel/interface synthesis; closure/exhaustion/rigidity mapping,Numerical forcing / exactness layer,"numerical forcing, exactness, rigidity, mass-ratio, constant-readout, anchor-control layer",High value for numerical/parameter/metric overclaim firewall control,anchor | skin | tensor
ATS_anchor_tensor_skin,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_6DC183-DEF-004,"Anchor, Tensor, and Skin: A Fixed-Domain Decomposition Theorem for Admissible Description",New_erk_files_May_27_Anchor__Tensor__and_Skin__A_Fixed_Domain_Decomposition_Theorem_for_Admissible_Description.pdf,Page 8; formal number 4,Definition,(Reachability and non-trivial standing-bearing,Write s ⇝ t if there exists a finite sequence of standing-positive updates taking s to t via U . Define the reachability set Reach(s) := {t ∈ S : s ⇝ t}.,4.8. Definition 4 (Reachability and non-trivial standing-bearing content) Write s ⇝ t if there exists a finite sequence of standing-positive updates taking s to t via U . Define the reachability set Reach(s) := {t ∈ S : s ⇝ t}.,(Reachability and non-trivial standing-bearing,kernel-consistent AASC deployment,"unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; residue/discrete constraint arcs,kernel/interface synthesis; residue/discrete constraint arcs,Numerical forcing / exactness layer,"numerical forcing, exactness, rigidity, mass-ratio, constant-readout, anchor-control layer",High value for numerical/parameter/metric overclaim firewall control,anchor | skin | tensor
ATS_anchor_tensor_skin,220,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_6DC183-LEM-004,"Anchor, Tensor, and Skin: A Fixed-Domain Decomposition Theorem for Admissible Description",New_erk_files_May_27_Anchor__Tensor__and_Skin__A_Fixed_Domain_Decomposition_Theorem_for_Admissible_Description.pdf,Page 9; formal number 2,Lemma,(Mutual reachability implies reachability-set equal-,"If s ⇝ s′ and s′ ⇝ s, then Reach(s) = Reach(s′ ). Proof. Let t ∈ Reach(s). Then s ⇝ t. Since s′ ⇝ s, concatenating the path s′ ⇝ s with s ⇝ t gives s′ ⇝ t, hence t ∈ Reach(s′ ). Thus Reach(s) ⊆ Reach(s′ ). The reverse inclusion is symmetric. □","4.9. Lemma 2 (Mutual reachability implies reachability-set equal ity) If s ⇝ s′ and s′ ⇝ s, then Reach(s) = Reach(s′ ). Proof. Let t ∈ Reach(s). Then s ⇝ t. Since s′ ⇝ s, concatenating the path s′ ⇝ s with s ⇝ t gives s′ ⇝ t, hence t ∈ Reach(s′ ). Thus Reach(s) ⊆ Reach(s′ ). The reverse inclusion is symmetric. □",(Mutual reachability implies reachability-set equal-,interface-safe reconstruction,"unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,AMetric/interface/interior arcs,AMetric/interface/interior arcs,Numerical forcing / exactness layer,"numerical forcing, exactness, rigidity, mass-ratio, constant-readout, anchor-control layer",High value for numerical/parameter/metric overclaim firewall control,anchor | skin | tensor
UEAP_report_discipline,265,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-THM-009,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 26; formal number 12.3,Theorem,UEAP Certification Theorem,"Given a fixed UEAP audit basis A and a completed validator pass for claim c, the audit returns exactly one of the following: 1. a σ-legitimacy certificate, when target fixation, carrier adequacy for σ, alternative exhaustion modulo skin, laundering exclusion, and report preservation all hold; 2. a lower-status report with blocker set, when the claim is...","Theorem 12.3 (UEAP Certification Theorem). Given a fixed UEAP audit basis A and a completed validator pass for claim c, the audit returns exactly one of the following: 1. a σ-legitimacy certificate, when target fixation, carrier adequacy for σ, alternative exhaustion modulo skin, laundering exclusion, and report preservation all hold; 2. a lower-status report with blocker set, when the claim is fixed enough to report but one or more blockers prevent the requested status; 3. standing-unfixed, target-unfixed, carrier-unfixed, meaning-unfixed, or scope-unfixed status, when preliminary standing conditions fail; 4. audit failure due to an undeclared domain ledger, undeclared requested status, undeclared carrier standard family, undeclared skin relation, undeclared laundering taxonomy, or undeclared status precedence order. No fifth validator output is available under the fixed audit basis.",UEAP Certification Theorem,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,UEAP | audit protocol | carrier adequacy | claim standing | laundering | report preservation | target fixation
UEAP_report_discipline,250,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-DEF-001,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 11; formal number F,Definition,ixes an audit object or status rule,"Definition Fixes an audit object or status rule. Claim, target, carrier, freedom ledger, skin, report object, blocker set. Protocol theorem Derives a status consequence from the Freedom exhaustion, laundering UEAP audit objects. exclusion, calibration-only, boundary declaration, report preservation, unique status assignment. Kernel theorem Supplies the...","Definition Fixes an audit object or status rule. Claim, target, carrier, freedom ledger, skin, report object, blocker set. Protocol theorem Derives a status consequence from the Freedom exhaustion, laundering UEAP audit objects. exclusion, calibration-only, boundary declaration, report preservation, unique status assignment. Kernel theorem Supplies the deeper rationale for why the Reference as target fixation, standing as audit roles are not optional. carrier eligibility, admissibility as licensed continuation, irreversibility as no same-act repair.",ixes an audit object or status rule,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,Kernel / admissibility-standing-reference-irreversibility,"kernel primitives, standing, reference, admissibility, irreversibility",High value for numerical/parameter/metric overclaim firewall control,UEAP | audit protocol | claim standing | laundering | report preservation | target fixation
UEAP_report_discipline,240,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-BND-001,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 37; formal number D,Boundary,eclaration Domain ledger endpoint and scope,"Boundary Declaration Domain ledger endpoint and scope Principle laundering No Illicit Evidence network, declared evidential illegitimate support Status-Amplification standard, and alternative exhaustion aggregation Theorem Report Preservation Theorem Report object and status taxonomy over-reporting UEAP Certification Theorem Fixed audit basis and validator...","Boundary Declaration Domain ledger endpoint and scope Principle laundering No Illicit Evidence network, declared evidential illegitimate support Status-Amplification standard, and alternative exhaustion aggregation Theorem Report Preservation Theorem Report object and status taxonomy over-reporting UEAP Certification Theorem Fixed audit basis and validator uncontrolled validator sequence outcomes Unique Strongest Status Validator sequence and registry fields ambiguous final status Assignment",eclaration Domain ledger endpoint and scope,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",High value for numerical/parameter/metric overclaim firewall control,UEAP | audit protocol | claim standing | laundering | report preservation
UEAP_report_discipline,235,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-CRT-001,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 12; formal number 3.4,Criterion,Carrier Adequacy Test,"A carrier CarrierD (c) is standing-bearing for claim c at status class σ only if it satisfies all six tests below. 1. Target alignment. The carrier supports the same target asserted by c, not a proxy target or nearby conclusion. 2. Role adequacy. The carrier is the right kind of support for σ: proof for proof-status, measurement ledger for...","Criterion 3.4 (Carrier Adequacy Test). A carrier CarrierD (c) is standing-bearing for claim c at status class σ only if it satisfies all six tests below. 1. Target alignment. The carrier supports the same target asserted by c, not a proxy target or nearby conclusion. 2. Role adequacy. The carrier is the right kind of support for σ: proof for proof-status, measurement ledger for measurement-status, transport map for transport-status, evidence chain for forensic status, and so on. 3. Status-class adequacy. The carrier must discharge the blocker that separates the requested status class from the next weaker relevant status. A correlation may be adequate for evidence-compatible status but not for causal status; a derivation trace may be adequate for syntactic derivability but not for closure-stable theorem status unless the uptake and stability conditions are met. 4. Redescription stability. The support relation survives admissible rewording, recoding, coordinate change, or presentation change. 5. No hidden selector. The support does not depend on undeclared auxiliary choices, boundary",Carrier Adequacy Test,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; phase/time/causality/neutrino arcs; Standard Model / particle-structure / neutrino arcs,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; phase/time/causality/neutrino arcs; Standard Model / particle-structure / neutrino arcs,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",High value for numerical/parameter/metric overclaim firewall control,audit protocol | carrier adequacy | claim standing | laundering
UEAP_report_discipline,235,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-THM-008,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 24; formal number 11.2,Theorem,Report Preservation Theorem,"A fixed claim is not automatically reportable or actionable. Reporting must preserve claim status, dependencies, uncertainty, scope, and nonclaim boundaries. If the report changes any of these, the reported claim is a new claim and must be audited again.","Theorem 11.2 (Report Preservation Theorem). A fixed claim is not automatically reportable or actionable. Reporting must preserve claim status, dependencies, uncertainty, scope, and nonclaim boundaries. If the report changes any of these, the reported claim is a new claim and must be audited again.",Report Preservation Theorem,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",High value for numerical/parameter/metric overclaim firewall control,audit protocol | claim standing | laundering | report preservation
UEAP_report_discipline,235,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-PRT-001,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 25; formal number 12.1,Protocol,UEAP validator,"Every audited claim is processed through the following ten questions: 1. What exactly is the claim? 2. What carrier gives the claim standing? 3. What alternatives remain admissible? 4. Which variations are skin rather than content? 5. Did the result inherit target or proxy data? 6. What scope, boundary, or operating regime is required? 7. Are evidence...","Protocol 12.1 (UEAP validator). Every audited claim is processed through the following ten questions: 1. What exactly is the claim? 2. What carrier gives the claim standing? 3. What alternatives remain admissible? 4. Which variations are skin rather than content? 5. Did the result inherit target or proxy data? 6. What scope, boundary, or operating regime is required? 7. Are evidence sources independent and globally compatible? 8. Could laundering explain the support? 9. Can the claim be reported without changing status? 10. What is the strongest defensible final status?",UEAP validator,kernel-consistent AASC deployment; interface-safe reconstruction; gated admissibility evaluation,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; gate/validator architecture,kernel/interface synthesis; AMetric/interface/interior arcs; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",High value for numerical/parameter/metric overclaim firewall control,UEAP | audit protocol | claim standing | laundering
UEAP_report_discipline,235,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-DEF-027,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 26; formal number 12.2,Definition,UEAP audit basis,"A UEAP audit basis is a tuple A = (D, σ, Cσ , AdmAlt, ∼Skin , L, ⪯σ ), where D is the domain ledger, σ is the requested status class, Cσ is the carrier-standard family for that class, AdmAlt is the admissible-alternative relation, ∼Skin is the skin relation, L is the declared laundering taxonomy, and ⪯σ is the status-precedence order.","Definition 12.2 (UEAP audit basis). A UEAP audit basis is a tuple A = (D, σ, Cσ , AdmAlt, ∼Skin , L, ⪯σ ), where D is the domain ledger, σ is the requested status class, Cσ is the carrier-standard family for that class, AdmAlt is the admissible-alternative relation, ∼Skin is the skin relation, L is the declared laundering taxonomy, and ⪯σ is the status-precedence order.",UEAP audit basis,kernel-consistent AASC deployment; gated admissibility evaluation,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; gate/validator architecture,kernel/interface synthesis; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,UEAP | audit protocol | claim standing | laundering
UEAP_report_discipline,230,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-PRI-001,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 15; formal number 4.6,Principle,Counterexample burden,"A counterexample to UEAP must exhibit a claim whose strongest defensible report status changes while target, carrier, semantic content, representation class, ancestry, domain, evidence network, report/use profile, requested status class, admissible alternatives, laundering status, and blocker set are all held fixed. A useful process that changes one of...","Principle 4.6 (Counterexample burden). A counterexample to UEAP must exhibit a claim whose strongest defensible report status changes while target, carrier, semantic content, representation class, ancestry, domain, evidence network, report/use profile, requested status class, admissible alternatives, laundering status, and blocker set are all held fixed. A useful process that changes one of those coordinates is not a counterexample; it identifies the coordinate through which the status changed.",Counterexample burden,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,UEAP | audit protocol | claim standing | laundering
UEAP_report_discipline,230,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-REM-002,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 15; formal number 4.7,Remark,Why this is the central spine,"The observation-frame theorem is the bridge from protocol usefulness to protocol completeness. Without it, UEAP could be read as a disciplined checklist. With it, the checklist becomes the operational interface of a coordinate-exhaustion result: all status-relevant failures must enter through the frame coordinates and therefore can be registered, blocked,...","Remark 4.7 (Why this is the central spine). The observation-frame theorem is the bridge from protocol usefulness to protocol completeness. Without it, UEAP could be read as a disciplined checklist. With it, the checklist becomes the operational interface of a coordinate-exhaustion result: all status-relevant failures must enter through the frame coordinates and therefore can be registered, blocked, discharged, or reported at a weaker status.",Why this is the central spine,kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; Standard Model / particle-structure / neutrino arcs,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; Standard Model / particle-structure / neutrino arcs,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",High value for numerical/parameter/metric overclaim firewall control,UEAP | audit protocol | claim standing | laundering
UEAP_report_discipline,230,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-DEF-026,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 25; formal number 11.3,Definition,Status precedence,A status precedence order ⪯σ is fixed before final assignment. Lower statuses mark stronger blockers or narrower reportability. A default UEAP order is:,Definition 11.3 (Status precedence). A status precedence order ⪯σ is fixed before final assignment. Lower statuses mark stronger blockers or narrower reportability. A default UEAP order is:,Status precedence,kernel-consistent AASC deployment; gated admissibility evaluation,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; gate/validator architecture; phase/time/causality/neutrino arcs,kernel/interface synthesis; gate/validator architecture; phase/time/causality/neutrino arcs,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,UEAP | audit protocol | claim standing | laundering
UEAP_report_discipline,230,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_AF0C6B-THM-010,Claim Standing and Legitimacy A Universal Audit Protocol for Laundering Exclusion and Reportable Output,New_erk_files_May_27_Claim_Standing_and_Legitimacy.pdf,Page 27; formal number 12.4,Theorem,Unique Strongest Status Assignment,"For every audited claim with a completed registry row and declared precedence order ⪯σ , UEAP assigns a unique strongest reportable status, a blocker set recording all active non-final constraints, and one next-action requirement unless the blocker set is empty.","Theorem 12.4 (Unique Strongest Status Assignment). For every audited claim with a completed registry row and declared precedence order ⪯σ , UEAP assigns a unique strongest reportable status, a blocker set recording all active non-final constraints, and one next-action requirement unless the blocker set is empty.",Unique Strongest Status Assignment,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",Normal formal-object audit risk,UEAP | audit protocol | claim standing | laundering
